Date,high,low,open,close,volume,adj close,feat_RSI_close,feat_OBV_volume,feat_ATR_close,feat_HT_DCPERIOD_close,feat_HT_DCPHASE_close,feat_FUNDAMENTAL1_CHG,feat_FUNDAMENTAL2_CHG,feat_K10_FILING,feat_SENTIMENT_UP,feat_DIVIDEND
2000-01-03,4.017857074737549,3.6316964626312256,3.7455356121063232,3.997767925262451,133949200.0,3.4702255725860596,,133949200.0,,,,1.10409972762283,0.8418885684931442,1,0,0.5582665140097811
2000-01-04,3.950892925262451,3.6138393878936768,3.8660714626312256,3.6607143878936768,128094400.0,3.177650213241577,,5854800.0,,,,0.09083124188066774,0.6063172191948858,0,0,-1.0933802094308454
2000-01-05,3.9486606121063232,3.6785714626312256,3.705357074737549,3.7142856121063232,194580400.0,3.224151849746704,,200435200.0,,,,1.2113898012954851,0.8434492284293343,2,0,-1.403692181783522
2000-01-06,3.8214285373687744,3.392857074737549,3.7901785373687744,3.392857074737549,191993200.0,2.945138931274414,,8442000.0,,,,1.0863035670566996,0.40923935287678936,3,0,-0.553594056967167
2000-01-07,3.607142925262451,3.4107143878936768,3.4464285373687744,3.5535714626312256,115183600.0,3.0846450328826904,,123625600.0,,,,-1.851792649985822,0.47704375206478067,1,0,-0.20215920970624138
2000-01-10,3.6517856121063232,3.3839285373687744,3.642857074737549,3.4910714626312256,126266000.0,3.030392646789551,,-2640400.0,,,,-0.16703414187834484,0.48369748101693655,3,1,1.6679695434943416
2000-01-11,3.549107074737549,3.232142925262451,3.4263393878936768,3.3125,110387200.0,2.8753855228424072,,-113027600.0,,,,-1.1150531553185394,0.073735855116423,2,1,-3.150168798608935
2000-01-12,3.4107143878936768,3.0892856121063232,3.392857074737549,3.1138393878936768,244017200.0,2.702939510345459,,-357044800.0,,,,-0.2125473210027129,0.1983197352727023,1,0,0.1431264111880597
2000-01-13,3.5267856121063232,3.3035714626312256,3.3744418621063232,3.455357074737549,258171200.0,2.9993913173675537,,-98873600.0,,,,-0.1609923732837552,0.7193976249364115,2,0,-2.8852615433375184
2000-01-14,3.6517856121063232,3.549107074737549,3.5714285373687744,3.5870535373687744,97594000.0,3.11370849609375,,-1279600.0,,,,-0.6513491570209435,0.23908738684034658,0,1,-0.911872730886296
2000-01-18,3.7857143878936768,3.5870535373687744,3.607142925262451,3.7120535373687744,114794400.0,3.2222135066986084,,113514800.0,,,,-0.6739048475389109,0.3573684727990536,2,0,0.8149515427610523
2000-01-19,3.8839285373687744,3.6919643878936768,3.7723214626312256,3.8058035373687744,149410800.0,3.3035922050476074,,262925600.0,,,,-0.41876839204113875,0.17693046034132232,1,0,1.8216926326321892
2000-01-20,4.339285850524902,4.0535712242126465,4.125,4.0535712242126465,457783200.0,3.518665313720703,,720708800.0,,,,-0.026200324964362535,0.2742285204253906,1,1,-2.734701871210185
2000-01-21,4.080357074737549,3.935267925262451,4.080357074737549,3.9754464626312256,123981200.0,3.4508492946624756,,596727600.0,,,,-0.3808333926571487,0.9046101808288683,3,0,0.7146089138450056
2000-01-24,4.026785850524902,3.7544643878936768,3.872767925262451,3.794642925262451,110219200.0,3.2939040660858154,45.9555542390042,486508400.0,0.2979910543986729,,,1.006113933575575,0.6047130331512267,1,1,-0.6229602758982751
2000-01-25,4.0401787757873535,3.65625,3.75,4.0089287757873535,124286400.0,3.4799141883850098,50.50410449582113,610794800.0,0.3041294630692929,,,1.0415770414044507,0.8477918200145734,1,1,-2.711414203955154
2000-01-26,4.078125,3.919642925262451,3.9285714626312256,3.935267925262451,91789600.0,3.4159727096557617,48.97811373931957,519005200.0,0.29372607818845403,,,1.4840195422793998,0.38917214783220944,0,0,1.884075045315986
2000-01-27,4.035714149475098,3.8214285373687744,3.8861606121063232,3.9285714626312256,85036000.0,3.4101600646972656,48.83365697590118,433969200.0,0.2880517591825876,,,0.48688983455546697,0.11568581921373533,1,0,0.4391115272327561
2000-01-28,3.9598214626312256,3.59375,3.8638393878936768,3.6294643878936768,105837200.0,3.1505227088928223,42.76625259649065,328132000.0,0.29362459514320455,,,1.1509291798446977,0.9428402840941624,4,0,1.8750521919042584
2000-01-31,3.7098214626312256,3.375,3.607142925262451,3.705357074737549,175420000.0,3.2164013385772705,44.6455443297176,503552000.0,0.29656722853520606,,,0.522969325311067,0.6640831322389189,0,1,-2.0453282422849814
2000-02-01,3.75,3.5714285373687744,3.7142856121063232,3.580357074737549,79508800.0,3.107896089553833,42.18840440206881,424043200.0,0.2881389595420646,,,0.1827116057531079,0.3329113689331369,2,1,1.2056046095646067
2000-02-02,3.6473214626312256,3.4642856121063232,3.5982143878936768,3.529017925262451,116048800.0,3.0633323192596436,41.185815762959436,307994400.0,0.2806315946122673,,,0.07311321952250521,0.766720478205282,0,1,1.2931764943816997
2000-02-03,3.7232143878936768,3.580357074737549,3.5825893878936768,3.689732074737549,118798400.0,3.202838659286499,45.548275627182164,426792800.0,0.2744576566136215,,,1.7989684950250027,0.8282499629068645,1,1,-1.4526503846788714
2000-02-04,3.9285714626312256,3.700892925262451,3.7120535373687744,3.857142925262451,106330000.0,3.3481571674346924,49.731040344461114,533122800.0,0.2719134945621969,,,-1.3556887509615412,0.29918346868004353,0,1,0.0554169968856427
